date,label,title,price,status,source,url
2026-09-06,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-07,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-08,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-09,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-10,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-11,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-12,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-13,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-14,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-15,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-16,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-17,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-18,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-19,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-20,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-21,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-22,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-23,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-24,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
2026-09-25,민물장어 양념구이 8미 1kg(선일수산),푸드엔 :: 식자재마트,29600,ok,id:realPrc,https://www.fooden.com/shop/detail.php?pno=c49637411a6812ccc5afe3d64355fd6e&ctype=1
